# apt_installed
# generated_at=2026-02-20T17:34:31-03:00
# shell=dpkg-query -W -f='${Package}\t${Version}\n' | LC_ALL=C sort

7zip	23.01+dfsg-11
python3-six	1.16.0-4
python3-software-properties	0.99.49.3
python3-speechd	0.12.0~rc2-2build3
python3-sss	2.9.4-1.1ubuntu6.3
python3-systemd	235-1build4
python3-texttable	1.6.7-1
python3-tk	3.12.3-0ubuntu1
python3-typing-extensions	4.10.0-1
python3-tz	2024.1-2
python3-uno	4:24.2.7-0ubuntu0.24.04.4
python3-update-manager	1:24.04.12
python3-urllib3	2.0.7-1ubuntu0.6
python3-userpath	1.9.1-1
python3-venv	3.12.3-0ubuntu2.1
python3-wadllib	1.3.6-5
python3-websocket	1.7.0-1
python3-websockets	10.4-1
python3-wheel	0.42.0-2
python3-xdg	0.28-2
python3-xkit	0.5.0ubuntu6
python3-yaml	6.0.1-2build2
python3.10	3.10.19-1+noble1
python3.10-dev	3.10.19-1+noble1
python3.10-distutils	3.10.19-1+noble1
python3.10-lib2to3	3.10.19-1+noble1
python3.10-minimal	3.10.19-1+noble1
python3.10-venv	3.10.19-1+noble1
python3.12	3.12.3-1ubuntu0.11
python3.12-dev	3.12.3-1ubuntu0.11
python3.12-minimal	3.12.3-1ubuntu0.11
python3.12-venv	3.12.3-1ubuntu0.11
qt5-gtk-platformtheme	5.15.13+dfsg-1ubuntu1
qt6-gtk-platformtheme	6.4.2+dfsg-21.1build5
qt6-image-formats-plugins	6.4.2-5build2
qt6-qpa-plugins	6.4.2+dfsg-21.1build5
qt6-translations-l10n	6.4.2-1
qt6-wayland	6.4.2-5build3
qttranslations5-l10n	5.15.13-1
qtwayland5	5.15.13-1
readline-common	8.2-4build1
rfkill	2.39.3-9ubuntu6.4
rpcsvc-proto	1.4.2-0ubuntu7
rsync	3.2.7-1ubuntu1.2
rsyslog	8.2312.0-3ubuntu9.1
rtkit	0.13-5build1
rygel	0.42.5-1ubuntu3
samba-libs	2:4.19.5+dfsg-4ubuntu9.4
sane-airscan	0.99.29-0ubuntu4
sane-utils	1.2.1-7build4
sbsigntool	0.9.4-3.1ubuntu7
screen-resolution-extra	0.18.3ubuntu0.24.04.1
scrot	1.10-1build2
seahorse	43.0-3build2
secureboot-db	1.9build1
sed	4.9-2build1
sensible-utils	0.0.22
session-migration	0.3.9build1
sgml-base	1.31
sgml-data	2.0.11+nmu1
shared-mime-info	2.4-4
shim-signed	1.58+15.8-0ubuntu1
slirp4netns	1.2.1-1build2
slurp	1.5.0-1
snapd	2.73+ubuntu24.04
software-properties-common	0.99.49.3
software-properties-gtk	0.99.49.3
sound-icons	0.1-8
sound-theme-freedesktop	0.8-2ubuntu1
speech-dispatcher	0.12.0~rc2-2build3
speech-dispatcher-audio-plugins	0.12.0~rc2-2build3
speech-dispatcher-espeak-ng	0.12.0~rc2-2build3
spice-vdagent	0.22.1-4build3
squashfs-tools	1:4.6.1-1build1
ssl-cert	1.1.2ubuntu1
sssd	2.9.4-1.1ubuntu6.3
sssd-ad	2.9.4-1.1ubuntu6.3
sssd-ad-common	2.9.4-1.1ubuntu6.3
sssd-common	2.9.4-1.1ubuntu6.3
sssd-ipa	2.9.4-1.1ubuntu6.3
sssd-krb5	2.9.4-1.1ubuntu6.3
sssd-krb5-common	2.9.4-1.1ubuntu6.3
sssd-ldap	2.9.4-1.1ubuntu6.3
sssd-proxy	2.9.4-1.1ubuntu6.3
strace	6.8-0ubuntu2
sudo	1.9.15p5-3ubuntu5.24.04.1
switcheroo-control	2.6-2build2
sysstat	12.6.1-2
system-config-printer-common	1.5.18-1ubuntu9
system-config-printer-udev	1.5.18-1ubuntu9
systemd	255.4-1ubuntu8.12
systemd-dev	255.4-1ubuntu8.12
systemd-hwe-hwdb	255.1.6
systemd-oomd	255.4-1ubuntu8.12
systemd-resolved	255.4-1ubuntu8.12
systemd-sysv	255.4-1ubuntu8.12
systemd-timesyncd	255.4-1ubuntu8.12
sysvinit-utils	3.08-6ubuntu3
tar	1.35+dfsg-3build1
tcl	8.6.14build1
tcl8.6	8.6.14+dfsg-1build1
tcpdump	4.99.4-3ubuntu4.24.04.1
tecla	46.0-1ubuntu0.1
telnet	0.17+2.5-3ubuntu4.1
tesseract-ocr	5.3.4-1build5
tesseract-ocr-eng	1:4.1.0-2
tesseract-ocr-osd	1:4.1.0-2
tesseract-ocr-spa	1:4.1.0-2
thermald	2.5.6-2ubuntu0.24.04.3
time	1.9-0.2build1
timgm6mb-soundfont	1.3-5
tk8.6-blt2.5	2.5.3+dfsg-7build1
tmux	3.4-1ubuntu0.1
tnftp	20230507-2build3
tpm-udev	0.6ubuntu1
trace-cmd	3.2-1ubuntu2
tracker	3.7.1-1build1
tracker-extract	3.7.1-1ubuntu0.1
tracker-miner-fs	3.7.1-1ubuntu0.1
ttf-mscorefonts-installer	3.8.1ubuntu1
tzdata	2025b-0ubuntu0.24.04.1
ubuntu-advantage-desktop-daemon	1.11ubuntu0.1
ubuntu-desktop-minimal	1.539.2
ubuntu-docs	24.04.2
ubuntu-drivers-common	1:0.9.7.6ubuntu3.5
ubuntu-fan	0.12.16+24.04.1
ubuntu-kernel-accessories	1.539.2
ubuntu-keyring	2023.11.28.1
ubuntu-minimal	1.539.2
ubuntu-mono	24.04-0ubuntu1
ubuntu-pro-client	37.1ubuntu0~24.04
ubuntu-pro-client-l10n	37.1ubuntu0~24.04
ubuntu-release-upgrader-core	1:24.04.28
ubuntu-release-upgrader-gtk	1:24.04.28
ubuntu-report	1.7.3ubuntu0.24.04.3
ubuntu-restricted-addons	29
ubuntu-session	46.0-1ubuntu4
ubuntu-settings	24.04.6
ubuntu-standard	1.539.2
ubuntu-wallpapers	24.04.2
ubuntu-wallpapers-noble	24.04.2
ucf	3.0043+nmu1
udev	255.4-1ubuntu8.12
udisks2	2.10.1-6ubuntu1.3
ufw	0.36.2-6
unattended-upgrades	2.9.1+nmu4ubuntu1
uno-libs-private	4:24.2.7-0ubuntu0.24.04.4
unzip	6.0-28ubuntu4.1
update-inetd	4.53
update-manager	1:24.04.12
update-manager-core	1:24.04.12
update-notifier	3.192.68.2
update-notifier-common	3.192.68.2
upower	1.90.3-1
ure	4:24.2.7-0ubuntu0.24.04.4
ure-java	4:24.2.7-0ubuntu0.24.04.4
usb-modeswitch	2.6.1-3ubuntu3
usb-modeswitch-data	20191128-6
usb.ids	2024.03.18-1
usbmuxd	1.1.1-5~exp3ubuntu2.1
usbutils	1:017-3build1
util-linux	2.39.3-9ubuntu6.4
uuid-runtime	2.39.3-9ubuntu6.4
v4l-utils	1.26.1-4build3
va-driver-all	2.20.0-2ubuntu0.1
vdpau-driver-all	1.5-2build1
vim-common	2:9.1.0016-1ubuntu7.9
vim-tiny	2:9.1.0016-1ubuntu7.9
vlc	3.0.20-3build6
vlc-bin	3.0.20-3build6
vlc-data	3.0.20-3build6
vlc-l10n	3.0.20-3build6
vlc-plugin-access-extra	3.0.20-3build6
vlc-plugin-base	3.0.20-3build6
vlc-plugin-notify	3.0.20-3build6
vlc-plugin-qt	3.0.20-3build6
vlc-plugin-samba	3.0.20-3build6
vlc-plugin-skins2	3.0.20-3build6
vlc-plugin-video-output	3.0.20-3build6
vlc-plugin-video-splitter	3.0.20-3build6
vlc-plugin-visualization	3.0.20-3build6
w3m	0.5.3+git20230121-2ubuntu5
wamerican	2020.12.07-2
webp-pixbuf-loader	0.2.4-2build2
wget	1.21.4-1ubuntu4.1
whiptail	0.52.24-2ubuntu2
whoopsie	0.2.77ubuntu0.1
whoopsie-preferences	23build3
wireless-regdb	2025.07.10-0ubuntu1~24.04.1
wireless-tools	30~pre9-16.1ubuntu2
wireplumber	0.4.17-1ubuntu4.1
wl-clipboard	2.2.1-1build1
wmctrl	1.07-7ubuntu3
wpasupplicant	2:2.10-21ubuntu0.3
wspanish	1.0.30
x11-apps	7.7+11build3
x11-common	1:7.7+23ubuntu3
x11-session-utils	7.7+6build2
x11-utils	7.7+6build2
x11-xkb-utils	7.7+8build2
x11-xserver-utils	7.7+10build2
xauth	1:1.1.2-1build1
xbitmaps	1.1.1-2.2
xbrlapi	6.6-4ubuntu5
xclip	0.13-3
xcursor-themes	1.0.6-0ubuntu1
xcvt	0.1.2-1build1
xdg-dbus-proxy	0.1.5-1ubuntu0.1
xdg-desktop-portal	1.18.4-1ubuntu2.24.04.1
xdg-desktop-portal-gnome	46.2-0ubuntu1
xdg-desktop-portal-gtk	1.15.1-1build2
xdg-user-dirs	0.18-1build1
xdg-user-dirs-gtk	0.11-1build2
xdg-utils	1.1.3-4.1ubuntu3
xdotool	1:3.20160805.1-5build1
xfonts-base	1:1.0.5+nmu1
xfonts-encodings	1:1.0.5-0ubuntu2
xfonts-scalable	1:1.0.3-1.3
xfonts-utils	1:7.7+6build3
xinit	1.4.1-0ubuntu5
xinput	1.6.4-1build1
xkb-data	2.41-2ubuntu1.1
xml-core	0.19
xorg	1:7.7+23ubuntu3
xorg-docs-core	1:1.7.1-1.2
xsel	1.2.1-1
xserver-common	2:21.1.12-1ubuntu1.5
xserver-xephyr	2:21.1.12-1ubuntu1.5
xserver-xorg	1:7.7+23ubuntu3
xserver-xorg-core	2:21.1.12-1ubuntu1.5
xserver-xorg-input-all	1:7.7+23ubuntu3
xserver-xorg-input-libinput	1.4.0-1ubuntu24.04.1
xserver-xorg-input-wacom	1:1.2.0-1ubuntu2
xserver-xorg-legacy	2:21.1.12-1ubuntu1.5
xserver-xorg-video-all	1:7.7+23ubuntu3
xserver-xorg-video-amdgpu	23.0.0-1ubuntu0.24.04.1
xserver-xorg-video-ati	1:22.0.0-1build1
xserver-xorg-video-fbdev	1:0.5.0-2build2
xserver-xorg-video-intel	2:2.99.917+git20210115-1build1
xserver-xorg-video-nouveau	1:1.0.17-2ubuntu0.1
xserver-xorg-video-nvidia-570	570.211.01-0ubuntu0.24.04.1
xserver-xorg-video-qxl	0.1.6-1build1
xserver-xorg-video-radeon	1:22.0.0-1build1
xserver-xorg-video-vesa	1:2.6.0-1ubuntu0.1
xserver-xorg-video-vmware	1:13.4.0-1build1
xvfb	2:21.1.12-1ubuntu1.5
xwayland	2:23.2.6-1ubuntu0.8
xxd	2:9.1.0016-1ubuntu7.9
xz-utils	5.6.1+really5.4.5-1ubuntu0.2
yaru-theme-gnome-shell	24.04.2-0ubuntu1
yaru-theme-gtk	24.04.2-0ubuntu1
yaru-theme-icon	24.04.2-0ubuntu1
yaru-theme-sound	24.04.2-0ubuntu1
ydotool	0.1.8-3build1
yelp	42.2-1ubuntu0.24.04.1
yelp-xsl	42.1-2ubuntu0.24.04.1
yt-dlp	2024.04.09-1
zam-plugins	4.2+ds-1build1
zenity	4.0.1-1build3
zenity-common	4.0.1-1build3
zip	3.0-13ubuntu0.2
zlib1g	1:1.3.dfsg-3.1ubuntu2.1
zlib1g-dev	1:1.3.dfsg-3.1ubuntu2.1
zstd	1.5.5+dfsg2-2build1.1
